OrderId,Dated,ResortId,Resort,VendorId,Vendor,Arrival,Departure,PropertyType,PropertyTypeId,RoomType,RoomTypeId,Studio,Bed1,Bed2,Bed3,Bed4,Status,MinUnits
102500,2025-09-09 17:08:45.103,77,Club Wyndham Bonnet Creek,2,Wyndham,2025-11-09,2025-11-12,None,12,Deluxe,2,False,False,True,False,False,Searching,0
101830,2025-08-24 17:31:43.967,77,Club Wyndham Bonnet Creek,2,Wyndham,2025-11-11,2025-11-15,None,12,Deluxe,2,False,True,False,False,False,Searching,3
103339,2025-09-30 17:56:33.733,77,Club Wyndham Bonnet Creek,2,Wyndham,2025-11-12,2025-11-15,None,12,Deluxe,2,False,False,True,False,False,Searching,0
100592,2025-07-19 18:39:06.973,77,Club Wyndham Bonnet Creek,2,Wyndham,2025-11-14,2025-11-21,None,12,Deluxe,2,False,False,True,False,False,Searching,0
101653,2025-08-17 20:17:47.903,77,Club Wyndham Bonnet Creek,2,Wyndham,2025-11-14,2025-11-20,None,12,Deluxe,2,False,True,False,False,False,Searching,0
101609,2025-08-16 13:51:35.510,77,Club Wyndham Bonnet Creek,2,Wyndham,2025-11-15,2025-11-19,None,12,Deluxe,2,False,True,False,False,False,Searching,0
103293,2025-09-29 12:46:20.957,77,Club Wyndham Bonnet Creek,2,Wyndham,2025-11-16,2025-11-20,None,12,Deluxe,2,False,False,True,False,False,Searching,0
101902,2025-08-26 13:11:07.760,77,Club Wyndham Bonnet Creek,2,Wyndham,2025-11-16,2025-11-23,None,12,Deluxe,2,False,False,True,False,False,Searching,0
102748,2025-09-16 02:30:33.657,77,Club Wyndham Bonnet Creek,2,Wyndham,2025-11-18,2025-11-22,None,12,Deluxe,2,False,True,False,False,False,Searching,0
102517,2025-09-09 21:45:34.073,77,Club Wyndham Bonnet Creek,2,Wyndham,2025-11-19,2025-11-26,None,12,Deluxe,2,False,True,False,False,False,Searching,0
101891,2025-08-26 07:34:47.900,77,Club Wyndham Bonnet Creek,2,Wyndham,2025-11-20,2025-11-29,None,12,Deluxe,2,False,True,False,False,False,Searching,0
101668,2025-08-18 10:50:12.700,77,Club Wyndham Bonnet Creek,2,Wyndham,2025-11-20,2025-11-24,None,12,Deluxe,2,False,True,False,False,False,Searching,0
101963,2025-08-27 17:19:04.820,77,Club Wyndham Bonnet Creek,2,Wyndham,2025-11-26,2025-11-29,None,12,Deluxe,2,False,False,True,False,False,Searching,0
102861,2025-09-18 17:44:33.117,77,Club Wyndham Bonnet Creek,2,Wyndham,2025-11-30,2025-12-06,None,12,Deluxe,2,False,False,True,False,False,Searching,18
102645,2025-09-13 10:33:20.923,77,Club Wyndham Bonnet Creek,2,Wyndham,2025-11-30,2025-12-06,None,12,Deluxe,2,False,True,False,False,False,Searching,2
103108,2025-09-24 20:26:16.753,77,Club Wyndham Bonnet Creek,2,Wyndham,2025-12-01,2025-12-07,None,12,Deluxe,2,False,False,True,False,False,Searching,18
